cast,director,genre,opening_date,opening_year,title
"Nandram, Zebunisa, Sankatha Prasad, Promoth Bose, Joshi",A. P. Kapoor,fantasy,nan,1930,Fatal Arrow a.k.a. Khooni Teer
"Sulochana (Ruby Myers), Jal Merchant, Mazhar Khan, Mehtab, Madanrai Vakil, Jilloobai, Jamshedji",R. S. Choudhary,social,nan,1930,Father India a.k.a. Hamara Hindustan
"P. Jairaj, Madhuri, Bhaduri, Kale",Nagendra Majumdar,costume,nan,1930,Fight Up to Death
"Jena, Bhakre, Roshan, Patel",H. Desai,action,nan,1930,Fighting Chevalier
"Debaki Bose, Dhiren Ganguly, Radharani and Sabita Devi",Dhiren Ganguly,historical,nan,1930,Flames Of Flesh a.k.a. Kamonar Agun
"Zebunisa, Bachchu, Baburao Gade, Zhunzharrao Pawar",Baburao,costume,nan,1930,Flogged Into Love a.k.a. Chabuk Ne Chamkare
"Jamuna, Baburao Apte, Miss Jones, Heera, Raja Babu",Fram Sethna,social,nan,1930,Gambler a.k.a. Jugal Jugari
"Patience Cooper, Indira Devi",Jal Ariah,religious,nan,1930,Ganesh Janma
"Gulab, Haidershah, Durga, Pahelwan, Vishnu, Wamanrao",Kanjibhai Rathod,costume,nan,1930,Glittering Sword a.k.a. Tati Talwar
"Inamdar, Sultana, Manilal, Baba Vyas, Shanti, Thatte",Jayant Desai,historical,nan,1930,Glory Of India a.k.a. Noor-E-Watan
"Khalil, Jamna, Kumar, Panna, Thomas",Homi Master,costume,nan,1930,Goddess Of War a.k.a. Ranchandi
,D. A. Dandekar,,nan,1930,Gulnar
"Rampyari, Haidershah, Abdul Pahelwan, Arab Sandow",Prafulla Ghosh,action,nan,1930,Himmat-E-Mard a.k.a. Dare Devil
"Jal Merchant, Mazhar Khan, Mehtab, Ruby Myers, Madanrai Vakil, Jillobai, Jamshedji",R. S. Choudhary,social,nan,1930,Hamara Hindustan a.k.a. Father India
"Durga Koregaonkar, P. N. Varne, Das, Meera",N. D. Sarpotdar,,nan,1930,Jai Vijay
"Abdul Razaq, Miss Ricks, Faredoon, Kisan Lal, Nooman",Madhusudan Smart,costume,nan,1929,Falak Numa a.k.a. Triumph of Love
"Haidar Shah, Gulab, Rampyari, Abdul Pahelwan, Gangaram, Vishnu",Krishna Kumar,action,nan,1929,Female Feat a.k.a. Rajwada Na Ranga
"Miss Sardar, Abdul Pahelwan, Rampyari, Haider Shah",Bhaidas Kewalram,social,nan,1929,Friend Or Fiend a.k.a. Sanmitra Ke Shaitan
"Y. V. Rao, Tara, Devaki",A. Narayan,mythology,nan,1929,Garuda Garvabhangam a.k.a. Pride of Satyabhama
,A. Narayan,fantasy,nan,1929,Gnana Sundari
"Suresh, Kamaladevi, Anant Apte, Sakribai, G.R. Mane",V. Shantaram,religious,nan,1929,Gopal Krishna
"Kamala, Nayampally, Jilloobai, Mubarak, Winnie Stewart",P. Y. Altekar,costume,nan,1929,Gori Bala a.k.a. Hell's Paradise
"E. Billimoria, Ermeline, Gohar, Jamshedji, Khansaheb, Sakhu",K. P. Bhave,fantasy,nan,1929,Gulshan-e-Arab a.k.a. Arabian Garden
"Rampyari, Rosy, A. R. Pahelwan, Apte, Motibai, Leslie, Durga, Nizam, Miss Hormez",Prafulla Ghosh,fantasy action,nan,1929,Hatimtai
"D. Billimoria, Maya, Diana, Mazhar Khan, Jilloobai, Baburao Chinchgar",Mohan Dayaram Bhavnani,fantasy costume action,nan,1929,Hawai Sawar a.k.a. Flying Prince
"Laxmi, Ganpat Bakre, Baburao Gade, Zhunzharrao Pawar, K. Rangarao",Haribhai Desai,action,nan,1929,Heart Of King a.k.a. Raj Hriday
"A. R. Kardar, D. Billimoria, Sulochana (Ruby Myers), Jamshedji, Ismail, Faruki","R. S. Choudhry, Pesi Karani",legend romance,nan,1929,Heer Ranjha a.k.a. Hoor-e-Punjab
"Sundarrao Nadkarni, Gangubai, Wamanao Kulkarni, V. S. Bapat",N. G. Kamatmurkar,,nan,1929,His Old Debt a.k.a. Mard Ki Zabaan
"A. R. Kardar, Gulzar, Iris Crawford, M. Ismail, G. R. John and Ghulam Qadir",A. R. Kardar,action adventure,nan,1929,Husn Ka Daku a.k.a. Mysterious Eagle
"Sulochana (Ruby Myers), Mehtab, Jilloobai, Jamshedji, Dinkar Bidkar, Salvi, Asooji, Sakubai",Rama Choudhary,social,nan,1929,Indira B.A.
"Navinchandra, Sultana, Zubeida, Promoth Bose, C. C. Shah",,social,nan,1929,Jai Bharati a.k.a. Young India
"Zebunisa, Mani, Balahai, Padval",Anand Prasad Kapoor,,nan,1928,Amrit Ki Zaher a.k.a. Wine And Woman
"Seeta Devi, Diwan Sharar, Maya Devi, Shakuntala Tembe, Sawan Singh, Rajkumari, Imtiz Ali Taj","Charu Roy, Prafulla Roy",legend romance,nan,1928,Anarkali a.k.a. The Loves of a Moghul Prince
"Patience Cooper, Master Mohan, Sharifa, Mohammed Ishaq, Manilal, Sooraj Ram",,social,nan,1928,Ankh Ka Nasha
,Dadasaheb Phalke,historical,nan,1928,Balaji Nimbalkar
"Shanta Kumari, R. N. Vaidya, Jani Babu","Ramakant, Gharekhan",social,nan,1928,Bhai Ke Kasai a.k.a. His Father's Honour
"Durgadas Bannerjee, Leelavati, Ahindra Chowdhury, Jaynarayan Mukherjee, Manoranjan Bhattacharya, Tarakbala, Kartik Dey",Jyotish Bannerjee,social,nan,1928,Bishabriksha a.k.a. The Poison Tree
"Bhauro Datar, Gotiram",Dadasaheb Phalke,devotional,nan,1928,Bhakta Damaji a.k.a. Devout Damaji
Deben Mullick,Tarapada Saha,mythology,nan,1928,Bhasmasur
"Patience Cooper, Durgadas Bannerjee, Seeta Devi, Satyen, Naresh Mitra, Sailen Chowdhury, Manorama, Tarasundari, Chittaranjan Goswami, Sashimukhi, Danibabu",Jyotish Bannerjee,social,nan,1928,Bhranti a.k.a. Mistake
"Gulab, Durga, Haridas, Takle, Keshavlal",Prafulla Ghosh,social,nan,1928,Brother To Brother a.k.a. Tarunina Tarang
"D. Billimoria, Sulochana (Ruby Myers), Jilloobai, Wagle, Putli","Nagendra Majumdar, M. Bhavani",fantasy,nan,1928,Celestial Lotus a.k.a. Pandav Patrani
"Zubeida, Jagtap Jr., Yvonne Wallace,",M. Udwadia,costume,nan,1928,Chamakti Chanda
"Haider Shah, Durga Korgaonkar, P. R. Joshi, Kusum, Sakina, Keshavlal, Athavle, Sultan, Alam, Gangaram, Nizam",Kanjibhai Rathod,devotional,nan,1928,Chandrahasa
"Fatma Begum, Shahzadi, Jani Babu, Yakub, Sultana",Fatma Begum,costume,nan,1928,Chandravali a.k.a. The Crown of Virtue
"Kumudini, Athavle, Roy","R. R. Gharekhan, Ramakant",social,nan,1928,Chatur Kanta a.k.a. Chatur Kanya
"Miss Maya, Hiralal, Thomas, Miss Belle Love, Vijay Kumar, E. Ismail",G. K. Mehta,social,nan,1928,Daughters Of Today a.k.a. Prem Pariksha
"Gangubai, Wamanrao Kulkarni",Vishnupant Aundhkar,historical,nan,1927,A Fair Warrior a.k.a. Shoor Killedarin
"Zebunissa, Yusuf, Elizer",Bhagwati Prasad Mishra,fantasy,nan,1927,Alladin and His Wonderful Lamp a.k.a. Alladdin Ane Jadui Fanas
"Elizer, Zebunissa, Jamshedji, Madanrai Vakil, Indira Devi, Mehboob Khan",K. P. Bhave,,nan,1927,Allah Ka Pyara
"Sulochana (Ruby Myers, Elizer, Jamshedji Khansaheb, Jilloobai, Madanrai Vakil",Bhagwati Prasad Mishra,fantasy,nan,1927,Alibaba and the Forty Thieves a.k.a. Alibaba Chalis Chor
"Master Vithal, Janibabu, Kumudini, Malka",Nanubhai B. Desai,,nan,1927,Asuri Lalsa
"Nandram, Gulab, Haidershah, P. R. Joshi, Gangaram, Sultan Alam",Harshadrai Mehta,action,nan,1927,At The Clang Of Fetters a.k.a. Janjir Ne Jhankhare
"Sulochana (Ruby Myers), Zubeida, Master Vithal, Jal Khambatta, J. Makhijani",Naval Gandhi,social costume,nan,1927,Balidan a.k.a. Sacrifice
"Master Vithal, Madhuri, Jani Babu, Asha, Meherbanu",A. P. Kapoor,fantasy,nan,1927,Bansari Bala a.k.a. Fairy Of The Flute
"R. N. Vaidya, Jamuna, Rustomji Patel, Thomas, Rajababu",Narayan Deware,social,nan,1927,Be Ghadi Mouj a.k.a. Pleasure Mad
"Bhaurao Datar, Kshirsagar",Dadasaheb Phalke,devotional,nan,1927,Bhakta Sudama
"Gohar, Raja Sandow P.K., R.N. Vaidya, Master Kishore",Homi Master,social,nan,1927,Bhaneli Bhamini a.k.a. Educated Wife
"Master Vithal, Miss Mani, Prabhashankar, Janibabu, Lobo, A. P. Kapoor",Nanubhai B. Desai,action,nan,1927,Bhedi Trishul a.k.a. Hidden Treasure
"Bhaurao Datar, Anasuya",G. V. Sane,devotional,nan,1927,Bhim Sanjivan a.k.a. How Bhim Was Brought Back To Life
"Patience Cooper, Jyotsna Devi, Tulsi Bannerjee, Purnima Devi, Nilima Devi, Manorama, Pullanalini",Jyotish Bannerjee,devotional,nan,1927,Chandidas a.k.a. Shree Krishna's Devotee
,,social,nan,1927,Cultured Criminal a.k.a. Sudheral Shaitan
"Bhaurao Datar, Anasuya, Bachu Pawar, Gangubai Mohite",G. V. Sane,devotional,nan,1927,Daksha Yagna
Zubeida,S. N. Patankar,abola,nan,1926,Abala Rani a.k.a. The Queen Who Would Not Speak
"Mazhar Khan, Vimala, Mubarak, Nayampally, Jamshedji, Hadi, Jilloobai, Zaverbhai",Ezra Mir,historical drama,nan,1931,Noor Jahan
"Rampyari, Haider Shah, Yakbal, Vishnu",Kanjibhai Rathod,,nan,1931,Pak Daman a.k.a. The Pure
"Mazhar Khan, Ermeline, Mehboob Khan, Rustam Irani, Elizer, Gohar",Madanrai Vakil,costume,nan,1931,Raj Tilak
"Master Vithal, Zubeida, Yakub, Mehboob Khan, Sankatha Prasad",Prafulla Ghosh,,nan,1931,Romantic Prince a.k. Meri Jaan
"Sultana, Shahzadi, Zubeida",,,nan,1931,Roop Sundari a.k.a. Wages of Sin
"Patience Cooper, Gul Hamid, Master Mohan, Sharifa",M. Gidwani,social,nan,1931,Samaj Ka Shikar
"Jehanara Kajjan, Mohammed Nawab, Patience Cooper, Sharifa,",J. J. Madan,mythology,nan,1931,Satyawadi Raja Harishchandra
"Padma Devi, Zebunissa, Chandra Rao Kadam, Pawar, Ata Mohammed",Dhirubhai Desai,fantasy,nan,1931,Sea Goddess a.k.a. Dariani Devangana
"Master Nissar, Jehanara Kajjan, Shehla, Nawab, Sharifa",J. J. Madan,mythology,nan,1931,Shakuntala 1
"Zebunissa, Ashraf Khan, Zahiruddin, A. P. Kapoor, Najju Begum, Ranibala, Prabhashankar, Dinkar Bidkar",M. Bhavnani,mythology,nan,1931,Shakuntala 2
"Haider Shah, Rampyari, Charlie, Madhukar Gupte, Ghulam Hussain","Ramakant, Gharekhan",,nan,1931,Sher-E-Jawan a.k.a. Dashing Youth
"Master Nissar, Jehanara Kajjan, Mohamed Hussain, Master Mohan, Sharifa, Abdul Rehman Kabuli",J. J. Madan,legend romance,nan,1931,Shirin Farhad
"Ram Pyari, Haider Shah, Rafiq Ghaznavi, Miss Sardar",Prafulla Ghosh,,nan,1931,Shuri Sinha a.k.a. Lioness
,,social,nan,1931,Third Wife
"Prithviraj Kapoor, Ermeline, Fali Merchant",Bhagwati Mishra,,nan,1931,Toofan
"Yakub, Ermeline, Jal Merchant, Laxmi",Bhagwati Prasad Mishra,action,nan,1931,Toofani Taruni
"Durga Khote, Jal Khambata, Enakshi Rama Rau, Master Vasant, Sushila, Annapurna, Talpade",M. Bhavnani,social,nan,1931,Trapped a.k.a. Farebi Jaal
"Zubeida, Yakub, Jal Merchant, Baburao Sansare, Mehboob Khan, Sankatha Prasad, Jilloobai",Prafulla Ghosh,mythology,nan,1931,Veer Abhimanyu
"Baburao Sansare, Putli, Manilal",Jayant Desai,,nan,1930,Jawan Mard a.k.a. Dashing Hero
"Seeta Devi, Patience Cooper, Dhiraj Bhattacharya, Naresh Mitra, Shanti Gupta, Sudhir Sanyal, Rajhans, Prakash Mani, Kartik Dey, Bhanu Bannerjee",P. N. Ganguly,social,nan,1930,Kal Parinaya a.k.a. Fatal Marriage
"W. M. Khan, Mehtab",Gharekhan,costume,nan,1930,Kamale Shamshir
"Devaki, M. V. Raju, T. S. Mani",R. Prakasa,mythology,nan,1930,Lanka Dahan a.k.a. The Burning of Lanka
"G.R. Mane, Sakribai, Ganpat Shinde, Bhosle, Vasant, Jai, Vijaya","V. Shantaram, Keshavrao Dhaiber",costume action,nan,1930,Khooni Khanjar a.k.a. Fighting Blade
"Navinchandra, Prabhashankar, Dorothy, Kamla, Lobo, Ata Mohammed, Datar, Vasant Mengle, Fazlu",Harshadrai Mehta,action,nan,1930,Kindred Of The Dust a.k.a. Soneri Khanjar
"Navinchandra, Prabhashankar, Mumtaz",Harshadrai Mehta,action costume,nan,1930,Laughing Chevalier
"Noor Mohammed, Heera, Thomas, Panna, Ganibabu",Homi Master,,nan,1930,Lekh Par Mekh a.k.a. Destiny Defied
"Zubeida, Nandram, Zebu, Asooji, Balabhai, Pramoth Bose",Pesi Karani,action,nan,1930,Lions Claw a.k.a. Sinh No Panja
"Zubeida, Inamdar.",Jayant Desai,social,nan,1930,Love Angle
"Putli, Baburao Sansare",Nanubhai Vakil,fantasy,nan,1930,Magic Flame a.k.a. Madhbhar Mohini
"Dinshaw Bilimoria, Gohar Mamajiwala, Baburao Sansare, Baba Vyas, Thatte",Chandulal Shah,costume,nan,1930,My Darling a.k.a. Diwani Dilbar
"Raja Sandow, Leela, Hiroji",Raja Sandow,,nan,1930,Orphan Daughter a.k.a. Anathai Penn
"Inamdar, Putli, Bhagwat, Manilal",Nanubhai Vakil,legend,nan,1930,Outlaw Of Sorath a.k.a. Sora Thi Baharvatiyo
"Dinshaw Bilimoria, Gohar, Kamla, Baba Vyas, Thatte",Nandlal Jaswantlal,,nan,1930,Pahadi Kanya a.k.a. Wild Flower
"Keshav Narayan Kale, Gulab, Rampyari, Baburao Apte, Ibrahim, Haider Shah, Shanta",Harshadrai Mehta,devotional,nan,1929,Jai Somnath
"Kumudini, Hira, Panna, Thomas",Nandlal Jaswantlal,action,nan,1929,Jawani Diwani a.k.a. Flaming Youth
"Madanrai Vakil, Gohar, Mehtab, Salvi",Nagendra Majumdar,,nan,1929,Jayant
"D. Billimoria, Sulochana (Ruby Myers), Mazhar Khan, Jilloobai, Madanrai Vakil",B. P. Mishra,historical,nan,1929,Jewel Of Rajputana a.k.a. Mewad Nu Moti
"Tarakbala, Tulsi Bandyopadhyay, Light Alias",Jyotish Bannerjee,,nan,1929,Jugalanguria
,Dadasaheb Phalke,,nan,1929,Kacha Devayani a.k.a. Kacha and Devayani
"Fatma Begum, Shahzadi, Sultana, Zubeida",Fatma Begum,,nan,1929,Kanak Tara
"Seeta Devi, Indira Devi, Patience Cooper, Tulsi Banerji, Probodh Bose, Naresh Mitra, Dani Babu, Lalita Devi",Priyanath Ganguly (P. N. Ganguly),social,nan,1929,Kapal Kundala
"Master Vithal, Zebunisa, Prabhashankar, Balabhai, Lobo",Harshadrai Mehta,historical,nan,1929,Karuna Kumari
"Sulochana (Ruby Myers), Dinshaw Bilimoria, Gohar, Diane Belle, Mazhar Khan, Baburao Sansare, Rustom Irani, Ghori",M. Bhavnani (Mohan Dayaram Bhavnani),fantasy,nan,1929,Khwab-e-Hasti a.k.a. Magic Flute
,M. Bhavnani,documentary,nan,1929,Khedda
"Umar, Saqi, Sayani Atish",Saqi,suspense,nan,1929,Khooni Kon? a.k.a. Not Guilty
"Sundarrao Nadkarni, Hansa, Jairam Desai, Wamanrao Kulkarni, Gangubai",,religious,nan,1929,Kodandhari Ram a.k.a. Seeta Swayamwar
"Keshav Narayan Kale, Gulab, Baburao Apte",Kanjibhai Rathod,social,nan,1929,Kono Vank? a.k.a. Whose Fault?
"Devaki, T. P. Rajalakshmi","A. Naraynan, Raghupathy S. Prakash",epic,nan,1929,Kovalan a.k.a. Fatal Anklet
,,devotional,nan,1929,Krishna Kausalya a.k.a. Imitator
"R. N. Vaidya, Shanta Kumari, Putli Baba Vyas, Inamdar, Manilal, Dabir","Nanubhai Vakil, R. N. Vaidya",social,nan,1929,Kumud Kumari
"Master Bachu, Jayram Desai, Gangubai, P. N. Varne, Wamanrao Kulkarni, Durga Koregaonkar, R. Budhker",Dhirubhai Desai,costume,nan,1929,Kusumlata a.k.a. Lily of the Valley
"Fatma Begum, Panna, Khalil, Noor Mohammed Charlie, Jamuna, Neelam",Homi Master,,nan,1929,Lanka Lakshmi
"Panna, Heera, Noor Mohammed Charlie, Thomas, Gani Babu",Homi Master,social,nan,1928,Destiny Defied a.k.a. Lekh Par Mekh
"Rampyari, Athavale, Malini, Salvi",K. B. Athavale,social,nan,1928,Detective Kumar
"Gulab, Nandram, Lila, P. R. Joshi, Vishnu",Kanjibhai Rathod,devotional,nan,1928,Dev Kanya a.k.a. Daughter of God
"Tinkari Chakraborty, Naresh Mitra, Niharbala, Moni Ghosh, Phani Burma, Miss Light, Rama Devi, Kanaknarayan Bhup",Naresh Mitra,social,nan,1928,Devdas
"Durgabai Koregaonkar, Gangoobai",Parshwanath Yeshwant Altekar,mythology,nan,1928,Draupadi Vastra Haran a.k.a. The Royal Gambler
"Gulab, Rampyari, Gangaram, Vishnu",Maneklal Patel,fantasy,nan,1928,Dreamland a.k.a. Swarga Vihar
"Zubeida, Madanrai Vakil, Udwadia, Putli, Jilloobai, Asooji, Dwarki",Bhagwati Mishra,historical,nan,1928,Emperor Ashok a.k.a. Samrat Ashok
"Zebunisa, Gangoobai, Jairam Desai, Master Bachu, Baburo Gade","Haribhai Desai, Sundarrao Nadkarni",costume,nan,1928,Enticement a.k.a. Mayana Rang
"Gulab, Nandram",Gordhandas Patel,costume,nan,1928,Ex-Husband a.k.a. Soneri Jaal
"Navinchandra, Iris Crawford, K. B. Athavale, Zaverbhai Kaiser",Nagendra Majumdar,historical,nan,1928,Fall Of Pavagadh a.k.a. Pavagadh Nu Patan a.k.a. Goddess Mahakali
"Ermeline, Jamshedji Khansaheb, Madanrai Vakil, Putli, Mazhar Khan",Bhagwati Mishra,social,nan,1928,Fatal Garland a.k.a. Haiyan No Haar
"Yakbal, Athavale",K. B. Athavale,social,nan,1928,Fatal Kiss a.k.a. Ekaj Chumban
"Elizer, Jamshedji Khansaheb, Putli, Jilloobai, Yusuf",Rama Chowdhury,social,nan,1928,Father O'mine a.k.a. Pita Ke Parmeshwar
"Behram Vasania, Fatma Begum, Faram, Jumna",Narayan Deware,social,nan,1928,Foolish Husbands a.k.a. Bharmayalo Bharthar
"Heera, Jumna, Behram Vasania, R. N. Vaidya",Pesi Karani,social,nan,1928,Forsaken Love a.k.a. Prem Nirasha
"Lalita Pawar, Amboo, Durgabai Koregaonkar, Suryakant, Khanderao Kondke",N. D. Sarpotdar,historical,nan,1928,Ganimi Kawa a.k.a. Guerrilla Tactics
,R. S. Prakash,mythology,nan,1927,Dasavatar
"Sulochana (Ruby Myers), D. Billimoria, Jamshedji",Mohan Dayaram Bhavnani,social,nan,1927,Daya Ni Devi a.k.a. The Nurse
"K. B. Athavale, Rampyari, Nalini, Salvi",K. B. Athavale,social,nan,1927,Detective Kumar
"M. Udwadia, K. B. Athavale, Nargis, Saiyed Umer",M. Udwadia,costume drama,nan,1927,Dilfarosh a.k.a. Merchant Of Hearts
"Baburao Datar, Gangubai Mohite, Bachoba",Dadasaheb Phalke,mythology,nan,1927,Draupadi Vastraharan
"Patience Cooper, Seeta Devi, Durgadas Bannerjee, Ahindra Chowdhury, Naresh Mitra, Jainarayan Mukherjee, Indira Devi, Geeta, Kanu Bannerjee, Prabodh Bose, Kanaknarayan Bhup",Priyanath Ganguly,romance legend,nan,1927,Durgesh Nandini
"Gangubai, Wamanrao Kulkarni",N. D. Sarpotdar,religious,nan,1927,Eighth Incarnation a.k.a. Krishna Sambhav
Blanche Verne,J. Jhaveri,,nan,1927,E Kon? a.k.a. Who
"Shahzadi, Khalil",Homi Master,costume,nan,1927,Fairy Of Delhi a.k.a. Rangmahal Ni Ramani
"Nandram, Leena, Gangaram, durga, Chandra, Nizam",,costume,nan,1927,Gandharva Kanya a.k.a. The Reunion
,Vishnupant Aundhkar,social,nan,1927,Glory Of Virtue a.k.a. Sheel Prabhav
Fatma Begum,Fatma Begum,,nan,1927,Goddess of Love
"Zebunisa, Khansaheb, Jamshedji",K. P. Bhave,social,nan,1927,Guarding Angel
"Yakub, Jani Babu, Mallika, Mani",Nanubhai Desai,costume,nan,1927,Gulzar a.k.a. The Horrors Of Slavery
"Raja Sandow, Gohar, Rampyari, R. N. Vaidya, Jumna",Chandulal Shah,social,nan,1927,Gunsundari a.k.a. Why Husbands Go Astray
"Bhaurao Datar, Yamuna Gole, Laxman Malusare",Dadasaheb Phalke,religious,nan,1927,Hanuman Janma a.k.a. The Birth Of Hanuman
"Janibabu, Kumudini, Mallika",Nanubhai B. Desai,fantasy,nan,1927,Jaane-E-Alam Anjumanara
"Patience Cooper, Dinesh Ranjan Das, Indira Devi, Krishnadan Mukherjee, Tulsi Bannerjee",Priyanath Ganguly,mythology,nan,1927,Jana
"Zebunissa, Indira Devi, Elizer, Jamshedji",Bhagwati Mishra,costume,nan,1927,Jewelled Arrow a.k.a. Poonam No Chand a.k.a. Ratna Baan
"Miss Mani, Jani Babu, Mallika",Nanubhai Desai,,nan,1927,Kailash Kumari a.k.a. Sansar Shatranj
"Gulab, Nandram, Ermeline, Himmatlal, Vishnu",Harshadrai Mehta,social,nan,1926,A Crown For Two Days a.k.a. Be Din Nu Badshah
"Miss Mary, Mohanlala, Daji",Manilal Joshi,costume,nan,1926,Ajab Kumari
"Ermeline, Gulab, Nandram",Harshadrai Mehta,historical,nan,1926,Amar Asha a.k.a. Immortal Hope
"Nagendra Majumdar, Putli, Ghory, Baba Vyas, K. B. Athavale",Rama S. Chowdhury,social,nan,1926,Asha a.k.a. Hope a.k.a. Andhli Phool Wali
"Vasant Shinde, Bhaurao Datar, Dattopant Sakte, Krishna Chauhan",Dadasaheb Phalke,historical,nan,1926,Balaji Nimbalkar
"Elizer, Madanrai Vakil, Asooji, Baburao Sansare",K. P. Bhave,historical,nan,1926,Bhagwa Zenda a.k.a. The Orange Flag
"Bhaurao Datar, Bachu, Yamuna Gole, Gangaram",Dadasaheb Phalke,devotional,nan,1926,Bhakta Prahlad a.k.a. Devout Prahlad
"Raja Sandow, Gohar",G. S. Devare,social,nan,1926,Bhasmasur Vadh a.k.a. Prithvi Putra
"Zebunissa, Anil Kumar, Mumtaz Begum",Dhirubhai Desai,fantasy,nan,1926,Bolti Bulbul a.k.a. The Talking Nightingale a.k.a. Shahi Fakir
"Gohar, Moti, Putli, Siddimiya",Homi Master,social,nan,1926,Briefless Barrister
"Fatma Begum, Madanrai Vakil, Madame Tosca, Zubeida, Sultana, Putli, K. B. Athavale, Miss Fiske",Fatma Begum,fantasy,nan,1926,Bulbule Paristan a.k.a. The Nightingale From The Land Of Fairies
"Ermeline, Nandram, Haider Shah",Kanjibhai Rathod,,nan,1926,Burkhawali a.k.a. Veiled Enemy
,S. N. Patankar,fantasy,nan,1926,Chatra Bakavli
"Sulochana, Putli, Khalil",M. D. Bhavnani,social,nan,1926,Cinema Queen a.k.a. Love's Sacrifice a.k.a. Cinema Queen
"Gohar, Khalil",Homi Master,costume,nan,1926,Delhi No Thug a.k.a. Thief Of Delhi
Madanrai Vakil,Bhagwati Prasad Mishra,historical,nan,1925,Amarsinh Daggar a.k.a. Marwad's Moti
"Dhirendranath Gangopadhyay, Radharani Nehru, Prem Kumari",Debaki Bose,mythology,nan,1930,Parchasar
"Zebunisa, Nandram, Janibabu, Joshi",Harshadrai Mehta,fantasy,nan,1930,Patal Padmini a.k.a. Beauty From Hell
"Bhupatkar, Iqbal, Panna, Ratanshah Sinor",Homi Master,,nan,1930,Patan Ni Paniari a.k.a. Damsel of Hell
"Putli, Inamdar, Manilal, Damyanti, thatte, Bhagwat",Nanubhai Vakil,costume,nan,1930,Patriot a.k.a. Desh Deepak
"Amboo, Balasaheb, Bhagirathi, H. Dhodke",N. D. Sarpotdar,historical drama,nan,1930,Prithviraj Samyukta
"Mumtaz, Ata Mohammed, Navinchandra, Mangle",Ramakant-Gharekhan,costume,nan,1930,Raj Kumari a.k.a. The Princess
"Gohar, Raja Sandow, Ghanashyam, Putli, Baba Vyas",Chandulal Shah,costume,nan,1930,Raj Laxmi
"Tara, Ratanshah",Behram Vasania,costume,nan,1930,Raj Mukut a.k.a. Royal Crown
"E. Billimoria, Gohar, W. M. Khan, Mazhar Khan, Jagtap",K. P. Bhave,social,nan,1930,Ram Rahim
"Ishwarlal, Kamla, Baburao Sansare, Bhagwat, Bajar Battoo, Dhaiber, Manilal","Dhaiber, Nanubhai Vakil",historical,nan,1930,Ranak Devi
"V. Shantaram, Keshavrao Dhaiber, Baburao Pendharkar, Anant Apte","Chunilal Parekh, V. Shantaram",children,nan,1930,Rani Saheba a.k.a. Her Highness/Bazarbattu
"Laxmi, Bachu, Kamala, K. Rangarao",Madhusudan Samarth,mythology,nan,1930,Radhe Shyam
"E. Billimoria, Sultana, Mazhar Khan, W. M. Khan, Baburao Sansare, Madanrai Vakil",K. P. Bhave,action,nan,1930,Revenge a.k.a. Intaqam
"E. Billimoria, Nirasha, Mehboob Khan",Madanrai Vakil,action historical,nan,1930,Rogue Of Rajasthan a.k.a. Mewad No Mawali
"D. Billimoria, Ishwarlal, Shanta Kumari, Thatte",Nanubhai Vakil,social,nan,1930,Romances Of Radha a.k.a. Rasili Radha
"Jani Babu, Prabha Shankar, Lobo",Dhirubhai Desai,action,nan,1930,Rose Of Komalner a.k.a. Komalner Ni Kusum
"Ermeline, Jal Merchant, Yakub, Rajkumari",Bhagwati Mishra,costume,nan,1930,Royal Rivals a.k.a. Nai Roshni
"Roshan, Laxmi, Miss Jena, Zhunzharrao Pawar, Baby Gabroo, Ganpat Bakre, Baburao Gade","Haribhai Desai, Sundarrao Nadkarni",costume,nan,1930,Royal Savage a.k.a. Kalika No Kop (1)
"P. Jairaj, Roshanara, Madhav Kale, Dixit",Nagendra Majumdar,,nan,1930,Sparkling Youth a.k.a. Jagmagti Jawani
"Lalita Pawar, Bhaurao Datar, Rajkumari, Madhav Kale, Himmat, Jadhavrao",Dinkar Bidkar,,nan,1929,Law of Love a.k.a. Prem Pash
"Noor Mohammed Charlie, Jamuna, Ibrahim, Heera, Fatma Jr.",Homi Master,action,nan,1929,Lutaru Lalna a.k.a. Dacoit's Damsel
"Nandram, Zebunisa, Lobo, Joshi",A. P. Kapoor,fantasy,nan,1929,Madhu Bansari
"Fatma Begum, Zubeida, Sultana, Yakub, Shahzadi, Ata Mohamed, Jani Babu",,social,nan,1929,Maha Sundar
"Krishna Kumbhar, Anasuya",Dadasaheb Phalke,,nan,1929,Malati Madhav
"Krishna Kumbhar, Shakuntala, Kishori Pathak",Dadasaheb Phalke,,nan,1929,Malavikagni Mitra
"Sundarrao Nadkarni, Gangubai, Wamanao Kulkarni, V. S. Bapat",N. G. Kamatmurkar,social,nan,1929,Mard Ki Zabaan a.k.a. His Old Debt
"Elizer, Zebunisa, Jilloobai, Madanrai Vakil, Putli",R. S. Choudhary,historical,nan,1929,Maurya Patan a.k.a. Fall of the Mauryas
"Mumtaz, Promoth Bose",Dhirubhai Desai,fantasy,nan,1929,Mayavi Nagari a.k.a. The Magic City
"Kamala Devi, Bhagwat, Gulab, Sarojini, Shinde, Nimbalkar",Moti B. Gidwani,costume,nan,1929,Midnight Girl a.k.a. Nisha Sundari
